FabricName
# 2600 Off White
# 3300 Black
#BEM2201007 màu Chestnut
#BRM2201003 màu Caramel
(21mm*1830*2440)
(500m/cuộn)
(Pinus Radiata)
Kafulun K8143-02 (KD)
Karnuk 1002 Cream
Karnuk 1002 Cream (KD)
Karnuk 1023 Moss
Kelton Badlands
Kenedy Indigo
Kenmore#WV-165
Keyston Burano Sangria
Khung chân gỗ Beech
Khung chân gỗ Dẻ gai (Beech) sơn màu Pinnacle Walnut hở vân
Khung chân gỗ Oak
Khung chân gỗ Oak hệ sơn PU
Khung chân gỗ Walnut
Khung chân gỗ White Oak 1C
Khung chân gỗ cao su
Khung chân gỗ cao su (Rubber)
Khung chân gỗ sồi (Oak 1C) FSC
Khung chân gỗ sồi (Oak)
Khung chân sắt
Khung ghế ván dán Veneer
Khung gỗ cao su
Khung gỗ cao su + Plywood dán venner cao su
Khung sườn + 50% foam
Khung sườn làm bằng solid Cao Su
Khung sắt
Kinetic Golden
King Bed (15 mm)
King Bed (230x30 mm)
King Bed (2395x15x50)
King Weslie  Flax
King Weslie  Flax (KD)
Kiwi 140 160019 Breeze
Kiwi 140 160019 Breeze (KD)
Knockout-63 Azure
Knotted Glacier
Kona 103
Kona 103 (KD)
Kona 362
Kona Camel 403
"Kona-103
Ecru"
Kona-103 Ecru
Kona-361
Kona-362
Kona-401
Kona-410
Kravet Basics 36528161
Kravet Ultrasuede Green Balsam
Kvadrat Steelcut 3 0240
Kwelli DRT Black Cream
Kylie Jeans
Kệ gỗ Oak
Kệ ván Plywood dán veneer sồi đen mờ PU GLOSS 3157-10% Anti – scratching
L1575 mm (miệng túi 1956mm)
L2000 mm (miệng túi 1530mm)
L2000 mm (miệng túi 2000mm)
L65/80*50*5 mm
L=1220
L=1912
L=62
L=730
LAR141D Linen 24 Light Grey
LAR275 EGYPT 01 Cream (KD)
LAR275 EGYPT 17 Light Grey
LAR275 EGYPT 17 Light Grey (KD)
LAR275 EGYPT 20 Dark Grey
LAR275 EGYPT 21 Antrazite
LAR275 EGYPT 4 Light Brown
LC 273 3
LC 273 3 (KD)
LC 273 5
LC 273 5 (KD)
LC 682 4
LC 682 4 (KD)
LC 682 96
LC 682 96 (KD)
LC-252 2 Grey (KD)
LC274 4 (KD)
LENNOX 1-6847-085
LK 983611
LK LUIS 77
LK POOL
LK102/LK103
LPG009
LPG010
LTS001
LTS003
LUCIA K0297-1T
LUCIA K0297-1T (UK-FR)
Labatex Arcadia Coffee
Labbyrinth (KD)
Lamant Pine
Landscape Ochre (KD)
Landscape-Ochre
"Lar141D Linen 18 Light Blue, W145 cm, 100% Polyester"
"Lar141D Linen 24 Light Grey, W145 cm, 100% Polyester"
"Lar141D Linen 26 Antrazite, W145 cm, 100% Polyester"
Lar275 Egypt 04 Light Brown
"Lar275 Egypt 04 Light Brown, W145 cm, 100% Polyester"
"Lar275 Egypt 08 Yellow, W145 cm, 100% Polyester"
"Lar275 Egypt 13 Blue, W145 cm, 100% Polyester"
"Lar275 Egypt 17 Light Grey, W145 cm, 100% Polyester"
"Lar275 Egypt 20 Dark Grey, W145 cm, 100% Polyester"
"Lar275 Egypt 21 Antrazite, W145 cm, 100% Polyester"
Latte Faux Shearling
Lauren Cream
Layers Quartz
Lazio-KD1072-16
Leather Article Patrol Black
Leather Bali 16001 Dark Brown
Leather Bali Black (KD)
Leather Bali SA 16007 Deer
Leather Buffalo Waxy Crunch Upholstery
Leather Calgary Matt Black (KD)
Leather Chocolate Brown (Cardiff Ely)
Leather Christina Steamboat
Leather Christina Steamboat (Camel)
Leather Cocoa Brown
Leather Dune Bronze
Leather Flight Deck Fitty (KD)
Leather Hampton Bronze
Leather Hampton Bronze (KD)
Leather Hermes/Hampton Bronze
Leather Hudson Ivory
Leather Mongolian Sheepskin HP J03 Off White
Leather Mongolian Sheepskin HP J03 Off White (KD)
Leather Mongolian fur Off White (KD)
Leather Mongolian fur Taupe (KD)
Leather Montalcino MOL4801 Banfi (KD)
Leather New Basile Capuccino
Leather Palermo Cognac
Leather Palermo Cognac  2020- D#6
Leather Patrol Article  Black
Leather Patrol Article Bronze
Leather Patrol Bronze
Leather Saddle Tan Madison 3252
Leather Saddle Tan Madison 3252 (KD)
Leather Saddle Tan-Madison 3252
Leather Saddle Tan-Madison 3252 (KD)
Leather Softy 2333 Brown
Leather Softy 2729 Beige
Leather Softy Bronze
Leather Vancouver 8137 White
Leather Vanille 1347 Bronze
Leather Vanille 8032 Black
Leather Vitelloni Steamboat  Caramel
Leather Vitelloni Steamboat  Charcoal
Leather Vitelloni Steamboat  Chestnut
Leather Vitelloni Steamboat Chaccoal
Leather Wax Oak (KD)
Leather Zago GM 526
Leather Zago GM 543
Lebatex Arcadia Coffee
Lebatex Expanse Midnight
Legacy PG 04 Sand Tweed
Legacy PG 04 Sand Tweed (KD)
"Legend 531 Terracotta, W140 cm, 410gr/m2, 96% Polyester 4% Linen"
"Legend 840 Tapernade, W140 cm, 410gr/m2, 96% Polyester 4% Linen"
Legend-Mineral
Legend/Mineral
Lelievre Paris FX-334 Antonio
Lemon 70A
Lens 212 Beige
"Lens 212 Beige, W140 cm, 100% Polyester"
Level 60 Sterling
Level Slate
"Liberty 012 Grey, W142 cm, 280gr/m, 100% Polypropylene"
Lift Color 64392 Moxie (KD)
Linden Snow
Line  006 Latte/Black
Line  006 Latte/Black (KD)
Line 006 Latte/Black
Linen Embossed Gray 714-23 (KD)
Linen Weave
Linoso 47 White
Lisa 110
Lola 103
Lola 151
Lola 440
Lola 451
London 210 Teal
"London 210 Teal, W140 cm, 100% Polyester"
Loose Arm Cushion
Loose Arm Cushion 1912 Curve Nozag Foam HR 3540
Loose Arm Cushion MD 1912
Loose Arm Cushion MD 1912 Curve Nozag Foam HR 3540
Loose Arm Cushion MD 1912 Curve Nozag Foam HR 3550
Loose Arm Cushion MD 1912 Curve Nozag Foam UK-FR
Loose Arm Cushion MD 1912 Foam HR
Loose Arm Cushion MD 1912 Foam HR 3540
Lorena Saddle
Louis 003 Kit
Lounge Chair
Luca Eclipse
Luca Eclipse (SC)
Luca Storm
Lucia Fabric
Ludo 520 Light Blue
"Ludo 520 Light Blue, W142 cm, 80% Polyester 20% Linen"
Ludo 960 Grey
Ludo 960 Grey (KD)
"Ludo 960 Grey, W142 cm, 80% Polyester 20% Linen"
Ludo 970 Dark Grey
"Ludo 970 Dark Grey, W142 cm, 80% Polyester 20% Linen"
Ludo 990 Black
Ludo 990 Black (KD)
"Ludo 990 Black, W142 cm, 80% Polyester 20% Linen"
Lumiere Turquoise
Lusso Linen Fabric
Lutra-Portobello (KD)
Lux 013 Steel
M10
M11523 Linen
M11526 Dusty Rose
M6
M8x100
MARK #110 Cream
MARK #110 Cream (C0) (KD)
MARK #453 (KD)
MARK #453 Add C0 (KD)
MARK #453 CO COATING (KD)
MARK #456 (KD)
MARK #456 Add C0 (KD)
MARK #456 CO COATING (KD)
MC600NA-VTT
MD 1286
MD 1287
MD 1720
MD 2067
MD 2400
MD 2535
MD 2553
MD 2623 Foam UK
MD 2691
MD 604 Foam UK-FR
MD GR-103 Stool
MD GR-151 Chair
MDF dán veneer Sồi (Oak) màu tự nhiên (đầu giường MD 2460 và MD 2419)
ME-01 Patinated Brass Metal Finish
MEG ASH 051
MEG GOLD 125
MEG TEAL 036
MEG-129
MEG-129 (KD)
MH-1532
MIKRO TEAL
MIRAGE DOVE
ML DRKQC C044 with C0
MLSB Abrams-Custom Macaw
MLSB Abrams-Custom Macaw (KD)
MLSB Abrams-Custom Macaw (W 140)
MLSB Abrams-Custom Macaw (W140)
MLSB Abrams-Custom Macaw(W137)
MLSB Beatrix Lakeland (KD)
MLSB Breakaway-Custom Navy
MLSB Custom Navy (KD)
MLSB Idiom-Golden
MLSB Level Moss
MLSB Level-Moss
MLSB MCNALLY FEATHER
MLSB Mini Hillrose-Deep Sea
MLSB Performance Tweed-Carbon
MLSB WD Elevate Custom Oyster
MLSB WD Lorelei Custom Lilac
MLSB WD Right Angle Admiral
MLSB WD Right Angle-Custom Admiral
MOOD RING-TAN
MT-01 Dark Bronze Metal Finish
MUSLIN - COLOR DIVE
Macao 006 Latte
Macao 801 Dark Grey
Macarena 9261-142512  Navy
Macau Moss
Macau Moss (KD)
Magician 06 Linen (KD)
Magician 08 Sepia (KD)
Magician 11 Chestnut (KD)
Maharam (KD)
Maharam 466517-011 Mantle - Kinetic
Maharam Mode Clavicle (KD)
Mainland Path
Mallorca KD 1097/01
Marchmount Ziron
Maria Flora Rodrigo 10457 81
Marin Dove
Mark 110 C0
Mark 110 CO
Mark 110 Sand
Mark 110 Sand (KD)
Mark 121 Caramel (KD)
Mark 251 Rust (KD)
Mark 304
Mark 304 Cobalt Blue
Mark 304 Cobalt Blue (KD)
Mark 383 Lavender
Mark 383 Lavender (KD)
Mark 453 Add C0
Mark 453 Add C0 (KD)
Mark 455 Grey (KD)
Mark 456 Add C0
Mark 456 Add C0 (KD)
Marquis Sable
"Max 010 Curry, W140 cm, 300gr/m2, 100% Polyester"
Max 013 Steel
Max 016 Rust
"Max 016 Rust, W140 cm, 300gr/m2, 100% Polyester"
Max 032 Old Rosa
"Max 032 Old Rosa, W140 cm, 300gr/m2, 100% Polyester"
"Max 069 Dust Blue, W140 cm, 300gr/m2, 100% Polyester"
Max 10 Curry
Max 16 Rust
Max 162 Forest Green
Max 162 Forest Green FR chống cháy
"Max 162 Forest Green, W140 cm, 300gr/m2, 100% Polyester"
Maya A1970 15A
Maya A2266-71A Distressed Green Velvet (KD)
Maya A2337 28A
Maya A2340 1A
Maya A2635 10A
Maya A2635 1A White
Maya A2635 1A White Fr chống cháy
"Maya A2635 1A White, W145 cm, 95% Polyester 5% Acrylic"
Maya A2635 1AZ White
Maya A2635 2A Cream
Maya A2635 3A
Maya A2635 5A
Maya Maya A2635 3A
Mayafab A2266-71A Distressed Green Velvet
Mayafab A2266-71A Distressed Green Velvet (KD)
Mayafab A2266-71A Distressed Green Velvet (NGC)
Mayafab Pattern A1986 Color 4A
Mayer FabricLabyrinth - Sapphire 628-004
Mayer FabricVertex - Plum 638-005
Mayer Fabrics Acuco - Zebra 445-006
Mayfab 6A
Mechanism model 3500 99 for sleeper sofa
Meg 28
Meg 30
Meg 60
Meg Dark Brown 005
Meg Rust 67
Meg Taupe 031
Melva 61
Melva 61 Lavende
Melva 61 Lavender
Melva 61 Lavender (KD)
Melva 61 Lavender Honey
Melva 61 Lavender(including 2 scatter cushions With hidden Zipper)
Metz 150 Off White
"Metz 150 Off White, W145 cm, 57% Polyester 43% Rayon"
"Metz 960 Grey, W145 cm, 57% Polyester 43% Rayon"
Mia 34
Mia 34 (KD)
Mica Sanddorn (KD)
Microbalt Pebble
Microbalt Pebble (KD)
Midnight Delphi AC-61330
Midnight Speckle AC-65065
Milan 104 (KD)
Milan 110 (KD)
Milan 120
Milan 120 (KD)
Milan 440 (KD)
Milan Mushroom
Mimosa 006 Dark Blue
"Mimosa 006 Dark Blue, W138 cm, 602gr/m, 68% Viscose 32% Polyester"
Mina 29 Charcoal (KD)
Mina 45 Ash (KD)
Miro Alta BK Pebble
Miro Alta/BK Ebony
Mnemonic-Marble
Modena 903
Modern 102 Off White (KD)
Modern 130 Fawn (KD)
Modern 140 Mist (KD)
Modern 353 Forest (KD)
Modern 500 Cocoa (KD)
Mohair 410 Walnut
Mohair 410 Walnut (KD)
Mohair Look FL-W-032
Mohair Look FL-W-1-232
Mohair Look FL-W-1-232 (KD)
Mohair Look FL-W-111
Mohair Look FL-W-120
Mohair Look FL-W-126
Mohair Look FL-W-126 (KD)
Momentum Clip - Alizarin
Momentum Fling Cinnabar
Momentum Foster - Magenta
Momentum Lugano Falcon
Momentum Pose Alabaster
MomentumConnect - Indigo
MomentumGrant - Grapevine
Mongolian Sheepskin 1406 Dark Beige
Mongolian Sheepskin HP J03 Off White
Mongolian Sheepskin HP J03 Off White (KD)
Montego 251
Montego 262 (KD)
Montego 350
Montego 350 with C0
Montego 400
Monument 905
Moonlight 102 Sand
Moonlight 170 Lark
Morgan Bella Coffee
Morgan Marquis Cadet
Moss 016 Rust
Moss 016 Rust (KD)
Moss 028 Sun
Moss 099 Grass green
Moss Green # 15044
Moss Green B-978 fabric
Moss R 001 Off White
Moss R 008
Moss R 008 Olive
Moss R 014 Shitake
Moss R 014 Shitake (KD)
Moss R 014 Shitake(KD)
Moss R 016 Rust
Moss R 016 Rust (KD)
Moss R 016 Rust Fr chống cháy
Moss R 020 Sand
Moss R 022 Purple
Moss R 028 Sun
Moss R 028 Sun (KD)
Moss R 046 Orange
Moss R 071 Navy
Moss R 090 Turquoise
Moss R 099
Moss R 099 Grass Green
Moss R 099 Grass Green (KD)
Moss R 099 Grass Green Fr chống cháy
Moss R16 Rust
Moss Recycle 008 Olive
Moss Recycle 022 Purple
Moss Recycle 046 Orange
Moss Recycled 008 Olive
Moss W/50g Pongee Backing 008 Olive
Moss W/50g Pongee Backing 021 Storm
Mosso 029373857 Greige
"Mosso 0400 1217, W140 cm, 53% Acrylic 23% Polyester 13% Cotton 11% Wool"
"Mosso 0400 1219, W140 cm, 53% Acrylic 23% Polyester 13% Cotton 11% Wool"
"Mosso 0400 1229, W140 cm, 53% Acrylic 23% Polyester 13% Cotton 11% Wool"
Mosso 0400-301217 Steel Grey
Mosso 0400-301229 Navy
Mundano Coffee
Mẫu gỗ Sồi (Oak)
Mặt bàn Hardwood
Mặt bàn MDF Carb P2/TSCA
Mặt bàn gỗ Oak
Mặt bàn gỗ cao su
Mặt trong + viền:  Port of Spain Ash
N52BS2
NCL Nappa PVC Custom Mango
NCL Nappa PVC/Custom Mango
NCL Nappa PVC/Stone
NCLB MINGLE CUST INK
NCLB Riffle Cust Granite
Napoli Marlin
Nathan Ginger B1361
Navy Blue Vinyl 361-18
Navy Blue Vinyl 361-18 (KD)
New Basile Capuccino
New Page Dove
New Page Dove (55% + 45%)
New Page Dove (KD)
Nhung Rush 085 Olive (KD)
Nilan Coffee
Noah Simply Taupe A3756-2A with C0
Noah Simply Taupe A3756-2A with C0 &  Kona Camel 403
Noah Simply Taupe A3756-2A with C0 & Kona Camel 403
Nobel 60347
Noce Antica Cognac Tan
Noce Terre
Noce Terre Cognac Tan
Noce Terre Cognac Tan (KD)
Noha 100 Cream
Noha 130
Noha 130 (KD)
Noha 130 Sand
Nomad Snow
Nomad Snow Add C0
Northen Burnt Orange (KD)
Now or Never 06
Now or Never 06 (KD)
ONYX 300
OTE - Present 355
OTE Boston #500 có cán Co
OTE Canna 100
OTE Canna 100 (KD)
OTE Canna 110
OTE Canna 170
OTE Canna 170 (UK-FR)
OTE Canna 183
OTE Canna 241
OTE Canna 272
OTE Canna 273
OTE Canna 273 (KD)
OTE Canna 330 (KD)
OTE Canna 355 (KD)
OTE Canna 451 (KD)
OTE Canna 456
OTE Canna 456 (KD)
OTE Canna 460 (KD)
OTE Decent 002 Wheat
OTE Decent 011 Niagara
OTE Kona Camel 403
OTE Kona Kelly Green 358
OTE LOLA #280
OTE Opera #273 Fennel Seed
OTE PRESENT #110
OTE PRESENT #355
OTE Sense 022 Ivory C0
OTE present 110
OTTO MINERAL
Odeon with 80g TT backing 19 Brown
Okero 8057/11 Cajun
Old Saddle Black Onyx Black
Old Saddle Black Onyx Black (KD)
Old Saddle Blue Midnight Blue
Old Saddle Blue Midnight Blue (KD)
Old Saddle Cocoa Madagascar Cocoa
Old Saddle-509 Green
Olympus Avocado
Opal 409 Ochre (KD)
Opal 509 Forest (KD)
Opal 511 Ocean (KD)
Opal 604 Navy (KD)
Opal 904 Beige (KD)
Opera Clementine (KD)
Opera Lake 400 (KD)
Optimum Ottawa Loden
Opuzen - Dolly Ash 9174-0000
Opuzen Rio Toft Cream
Opuzen Rio Toft Cream (KD)
Opuzen Rumor Brick (KD)
Orleans 046 Curry
Orleans 046 Curry FR chống cháy
Orleans 10 Mushroom
Orleans 10 Mushroom FR chống cháy
"Orleans 10 Mushroom, W145 cm, 100% Polyester"
Orleans 14 Yellow
"Orleans 14 Yellow, W145 cm, 360gr/m2, 100% Polyester"
Orleans 19 Midnight Blue
Orleans 19 Midnight Blue (KD)
Orleans 19 Midnight Blue Fr chống cháy
Orleans 19 Midnight Blue KD)
"Orleans 19 Midnight Blue, W145 cm, 100% Polyester"
"Orleans 19 Midnight Blue, W145 cm, 100% Polyester, UK-FR"
Orleans 21 Brown
Orleans 21 Brown (KD)
"Orleans 21 Brown, W145 cm, 100% Polyester"
"Orleans 24, W145 cm, 100% Polyester"
"Orleans 24, W145 cm, 100% Polyester, FR chống cháy"
Orleans 37 Rosa
"Orleans 37 Rosa, W145 cm, 100% Polyester"
Orleans 44 Hydro
Orleans 44 Hydro (KD)
"Orleans 44 Hydro, W145 cm, 100% Polyester"
"Orleans 45 Denim, W145 cm, 360gr/m2, 100% Polyester"
"Orleans 46, W145 cm, 100% Polyester, FR chống cháy"
"Orleans 46, W145 cm, 360gr/m2, 100% Polyester"
Orleans 47 (KD)
Orleans 59
Orleans 59 FR chống cháy
"Orleans 59, W145 cm, 100% Polyester"
"Orleans 59, W145 cm, 100% Polyester, FR chống cháy"
Orleans 60 Old Rosa
"Orleans 60, W145 cm, 100% Polyester"
"Orleans 60, W145 cm, 100% Polyester, FR Chống cháy"
Orleans D3 Light Grey
Orleans D3 Light Grey (KD)
Orleans D3 Light Grey FR chống cháy
"Orleans D3 Light Grey, W145 cm, 100% Polyester"
"Orleans D3 Light Grey, W145 cm, 100% Polyester, UK-FR"
Orleans D7 Antrazit
Orleans D7 Antrazit - no 2 from left to right
"Orleans D7 Antrazit, W145 cm, 360gr/m2, 100% Polyester"
Orleans D7 Antrazite
Ote Mars 151
Ote Present 355
"Oxford 945 Light Grey, W145 cm, 100% Polypropylene"
P/kaufmann ContractChadron - Island
PANIER EMERALD 14
PART 1
PART 10
PART 11
PART 2-1
PART 2-2
PART 3
PART 4-1
PART 4-2
PART 6
PART 9
PERENNIALS AND SUTHERLAND / PLUSHY / SEA FOAM
PGR_Bond L 6200 377683
PINO 020 SAND( tạm nhà máy/ sau khi khách duyệt bọc  chính khách cấp)
PK: C UVAvondale/Pyrite
PLUMA-SH (phần tựa lưng)+ giả da EQUIS (phần nệm ngồi)
PROMISE ECRU  Fabric
PROMISE J7312-4A
PROMISE J7312-4A (UK-FR)
PSG
PSG021
PSG047
PU code EB-23
PU tồn
PU tồn nhà máy
PU: Black  606.
PVC Powder (KD)
Pangee 013 Steel
Pangee 013 Steel (KD)
Parallel BNWB Midnight
Parallel BNWB Midnight FR chống cháy
Parallel BNWB Stone
Parallel BNWB Stone FR chống cháy
Park Slope Storm
Pasha 002 Cream
Pasha 009 Mocca Recycle (KD)
Pasha 009 Mocha recycle (KD)
Pasha 058
Pasha 058 Dune
Pasha 058 Dune (KD)
Pasha 058 Dune Fr chống cháy
Pasha 058 Dune KD)
Pasha 071 Navy
Patagonian Tuco
Patchwork 5: Victoria Linen
Patchwork- Cozy Uni 18 Red
Pattern - Tama / M630/01
"Paul Smith Point 002, W135 cm, 97% Rayon 3% Solution-Dyed Nylon"
Peak Pier
Performance Linen - Natural
Performance Linen Weave Natural
Performance Linen Weave Natural (NONA)
Peyton FNW Pearl
Peyton FNW Pearl (KD)
Phần mặt ngồi+tựa lưng+mặt bên thân ghế  Sensory Rocker White EPU 10HR - Phần khung viền bên ngoài  Sensory Rocker Blue EPU 10HR
Phần tựa:  Aleta Earth
Picchu Global-Dove
Picton Rosehip (KD)
Piermont oyster (KD)
Pike Place Ocean
Pillow) Bench VFR029 Foam US-FR
Pindler 7262 Cozy Ganache
Pindler 8134 Hackett Evergreen
Pindler Smith 7151 Espresso
Pkaufmann UV Hampton Bay 007-Shale (KD)
Planet A2266  51A Grey Green
Planet A2266 1A Legion Blue
Planet A2266 1A Legion Blue (KD) Fr chống cháy
Planet A2266 1A Legion Blue tem: 244 Planet legion blue
"Planet A2266 1A Legion Blue, W140cm, 100% Polyester"
Planet A2266 2A Navy
Planet A2266 2A Navy (KD)
"Planet A2266 2A Navy, W140cm, 100% Polyester"
Planet A2266 51A Grey Green
Planet A2266 51A Grey Green Fr chống cháy
Planet A2266 51A Grey Green tem: 242 Planet grey green
Planet A2266 51A Grey Green tem: 242 Planet grey green.
"Planet A2266 51A Grey Green, W140cm, 100% Polyester"
Planet A2266 R  139A Mint Green (KD)
Planet A2266 R  14A Lilac
Planet A2266 R  1A Legion Blue
Planet A2266 R  2A Navy
Planet A2266 R  2A Navy (KD)
Planet A2266 R  51A Grey Green
Planet A2266 R  51A Grey Green (KD)
Planet A2266 R  51A Grey Green Fr chống cháy
Planet A2266 R 1A Legion Blue
Planet A2266 R 51A Grey Green
Planet A2266 R  1A Legion Blue
Planet A2266 R  51A Grey Green
Pluma-SH
Plywood Top with Oak veneer in Black Stained
Plywood dán veneer White Oak
Poblette Admiral
Poblette-Admiral
Polyester màu đen dày mềm LHA-ST01
Porcelain Bright Ash (Hepburn 18A Porcelain) (KD)
Porcelain Bright Ash (Hepburn 18A Porcelain) (NGC)
Porcelain Bright Ash Add C0 (Hepburn 18A Porcelain)
Porcelain Bright Ash Add C0 (Hepburn 18A Porcelain) (KD)
Port Of Spain Sea Glass
Port of Spain Seaglass
Port of Spain-Beach 28
Prep School Chambray 1011058
Pressed Linen
Private 001
Private 001 FR chống cháy
Private 014 Midnight Blue
Private 027 Blue Rosa Orange
Private 084 Koks
Private 212 Beige
Promise Kale with C0
Promise Sugar with C0
Puremindfulness Mineral
Purl Nautical Fcl
Purl Shadow Fcl
Purl Verdite
Pw: Patio 05 Midnight Blue FR
QC: cạnh bàn sử dụng gỗ Ash
QC: sử dụng gỗ tạp rẻ tiền để đóng kệ
Quartz
Quercus Pedunculata
Quick Step 362 Copper
R-Disk Loden
R-GIZMO CINNAMON
R-INFORM-CZERO GREYSTONE
R-MAP-CZERO DILL
R-MAP-CZERO GINGERBREAD
R-MAP-GRAPHITE
R-VISIT-CZERO PEBBLE
R-WAT-BASKET TAUPE
R-WAT-BASKET TAUPE Mech reclining nâng hạ bằng điện
R-WAT-BOUCLE-CZERO OCEAN Chân gỗ Ash
R-WAT-MULTI-CZERO PRUSSIAN
R-WAT-SLEEPER-CZERO GREYSTONE
RAIL 019
RAIL 030
RCC004 Foam US-FR
RCC011
RCC012
RCC014
RCC025
RCC028-Queen Bed
REEM 001 OFF WHITE(tạm nhà máy/ sau khi khách duyệt bọc  chính khách cấp)
REEM 004 MOLE
REGAL FABRICS / R-LUMINARY / CUSTOM COLOR
REGAL FABRICS / R-QUATRO MUSHROOM
REGAL FABRICS / R-WAT-CHENBASK-CZERO-BROWN
RIDICULOUS IMPERIAL NAVY
Raindrops 552-74 Veranda
Ravish Cotton (C0)
Ravish Cotton (C0) (KD)
Ravish Nickel (C0)
Ravish Nickel (C0) (KD)
Reem 006 Latte
Regal / R-Gizmo Spruce
Regal Luminary Rose
Regal R-BOOT INDIGO
Regal of Angelina Latte Faux Shearling
Restore Cream (C0 Water Repellent)
Restore Cream (C0)
Restore Smoke (C0)
Retreat Spice
Revo 013 Steel
Rhombus Aegean
Rhombus Aegean (W137)
Richloom Daneelz Silver
Richloom Esmond FTG Admiral
Richloom Samab Indigo
Richloom Samab Sand
Right Angle Admiral
Rocca Banta (100%)
Rocca Setzer (KD)
Rocket K 102 (KD)
Rocket K 440 (KD)
Rod hình chìa khóa
Rodin AU175070 59103
Rome Daffodil
Romulus Lace Polar White
Romulus Lace Polar White (KD)
Roquet Fiesta
Rosequartz 9745-0205 (KD)
Rush 086 FR chống cháy
Rush 086 FR chống cháy (KD)
Rush 117 FR chống cháy
Rush 261 Fr chống cháy
Rush 264 FR chống cháy
Rush Apricot 272 (KD)
Rush Apricot 272( KD)
S22235A-1 with C0
SB PRE PKL Make itRain-Cancun
SCALA. 0721 Coral (KD)
SG- UP07 Momentum MCT-2967-48-1
SHA 94 Teflon 03.72894 col. 98 (KD)
SHABBY AND CHIC - COLOR IRON
SHEP F24035-3R
SHEP F24035-3R Fluffy (UK-FR)
SILEX 02
SILKEN 19J9371
SIM
SIM001
SIM002
SIM003
SIM004
SIM005
SIM006
SIM007
SIM008
SIMILI KE1568-BN30969-COLOR CAMLE
SM Rhapsody 900
SPHERE FOREST
SStax 118 Midnight Blue
STE00850- Sterling Dark Walnut (KD)
SUNDAY LEAF 045 ( khách cấp)
SW 3290
SYMMETRY POBLETTE
Saddle Brown 285 _ Nubuck Camel
Saddle Tan
Saddle Tan Madison 3252
Sagano Green (Morgan-Acimi Moss)
Sagano Green (Morgan-Acimi Moss) (KD)
Sans 009 Mocha FR chống cháy
"Sans 009 Mocha, W142 cm, 100% Polyester, FR chống cháy"
Sans 012 Light Grey (KD)
Sans 012 Light Grey (KD) FR chống cháy
Sans 012 Light Grey FR chống cháy
"Sans 012 Light Grey, W142 cm, 100% Polyester, FR chống cháy"
Sans 017 Antrazite FR chống cháy
"Sans 017 Antrazite, W142 cm, 100% Polyester, FR chống cháy"
Sans 103 Dark Blue Fr chống cháy (KD)
"Sans 103 Dark Blue, W142 cm, 100% Polyester, FR chống cháy"
Santa Cruz 901
Santa Cruz 901 with C0
Sapphire 100 Beige
Sapphire 100 Beige (KD)
Sapphire 100 Beige FR chống cháy
"Sapphire 100 Beige, W140 cm, 92% Polyester 5% Cotton 3% Latex"
Sapphire 102 Mouse Grey
"Sapphire 102 Mouse Grey, W140 cm, 92% Polyester 5% Cotton 3% Latex"
Sapphire 102 Mouse GreyC
Sapphire 300 Ambe
Sapphire 300 Amber
Sapphire 300 Amber (KD)
Sapphire 300 Amber(Body
"Sapphire 300 Amber, W140 cm, 92% polyester 5% cotton 3% latex"
Sapphire 301 Burned Orange
Sapphire 303 Rust
Sapphire 303 Rust (KD)
"Sapphire 303 Rust, W140 cm, 92% Polyester 5% Cotton 3% Latex"
"Sapphire 303, W140 cm, 100% polyester"
Sapphire 503 Moss Green
Sapphire 602 Petrol Blue
Sapphire 801 Dark Grey
Sapphire 801 Dark Grey (KD)
Sapphire 801 Dark Grey (W140)
Sapphire 801 Dark Grey FR chống cháy
"Sapphire 801 Dark Grey, W140 cm, 92% Polyester 5% Cotton 3% Latex"
Sapphire 801 Dark Greyy
"Sapphire 801, W140 cm, 100% polyester"
Sapphire 803
Sapphire 803 Steel Grey
Sapphire 803 Steel Grey (KD)
"Sapphire 803 Steel Grey, W140 cm, 92% Polyester 5% Cotton 3% Latex"
"Sapphire 803, W140 cm, 100% polyester"
Sapphire 908 Golden
Sasano 406A Clay
Sasano 406A Clay (W142)
Sasano 406A Clay (W145)
Sasano Recycle 406 Clay
Sasano Recycle 406A Clay
Sasano Recycle 406A Clay (W145)
Satin trắng
Satori Cust Cogna 105
Savoy 61220
Savoy 61223
Schofield-01 Gunmetal
"Sea 071 Navy, W144 cm, 100% Polyester"
"Seashell White 
S-TXTL-A24-122 (KD)"
Seine Confetti
Selene Grey G0502410( khách cấp)
Sense
Sense 022 Ivory C0
Sensory Rocker White EPU 10HR
Shareton - KD1116-04
Shareton - KD1131-15
"Shawn 007 Bordeaux, W140 cm, 100% Polyester"
"Shawn 117 Midnight Blue, W140 cm, 100% Polyester"
Sheepskin Charcoal
Sheepskin Natural
Sheepskin Natural FR chống cháy
"Sheepskin Natural, W137cm, 100% Polyester"
"Sheepskin Natural, W137cm, 100% Polyester, FR Chống cháy"
Sherlock Fog
Sherpa Navy Synset (KD)
Siena ( Noce Antica) #13091 (KD)
Siena (Noce Antica)  #13091 (KD)
Siena (Noce Antica) #13091
Siena (Noce Antica) #13091 (KD)
Siena (Noce Antica) (KD)
Siena 103 Bark (KD)
Siena 505 Forest (KD)
Siena 801 Charcoal
Siena 801 Charcoal (KD)
Siena 902
Siena 903 Alabaster
Siena 903 Cream (KD)
Siena 905 Natural
